3.0383 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
153.2708 	EXP 	fixation: autoDraw = False
153.2874 	EXP 	grating: autoDraw = True
153.2874 	EXP 	grating: tex = 'sin'
153.5560 	EXP 	window1: recordFrameIntervals = False
153.5570 	DATA 	Keypress: right
153.5703 	EXP 	fixation: autoDraw = False
153.5703 	EXP 	grating: autoDraw = False
153.5705 	EXP 	window1: recordFrameIntervals = False
154.5496 	EXP 	fixation: autoDraw = True
155.5534 	EXP 	fixation: autoDraw = False
155.5534 	EXP 	grating: autoDraw = True
155.5534 	EXP 	grating: tex = 'sin'
155.8531 	EXP 	grating: autoDraw = False
155.8886 	EXP 	window1: recordFrameIntervals = False
155.8897 	DATA 	Keypress: right
155.9031 	EXP 	fixation: autoDraw = False
155.9031 	EXP 	grating: autoDraw = False
155.9033 	EXP 	window1: recordFrameIntervals = False
156.8807 	EXP 	fixation: autoDraw = True
157.8860 	EXP 	fixation: autoDraw = False
157.9030 	EXP 	grating: autoDraw = True
157.9030 	EXP 	grating: tex = 'sin'
158.1877 	EXP 	window1: recordFrameIntervals = False
158.1888 	DATA 	Keypress: left
158.2025 	EXP 	grating: autoDraw = False
158.2025 	EXP 	fixation: autoDraw = False
158.2025 	EXP 	grating: autoDraw = False
158.2027 	EXP 	window1: recordFrameIntervals = False
159.1799 	EXP 	fixation: autoDraw = True
160.1857 	EXP 	fixation: autoDraw = False
160.2023 	EXP 	grating: autoDraw = True
160.2023 	EXP 	grating: tex = 'sin'
160.5024 	EXP 	grating: autoDraw = False
160.6071 	EXP 	window1: recordFrameIntervals = False
160.6098 	DATA 	Keypress: left
160.6190 	EXP 	fixation: autoDraw = False
160.6190 	EXP 	grating: autoDraw = False
160.6196 	EXP 	window1: recordFrameIntervals = False
161.5973 	EXP 	fixation: autoDraw = True
162.6018 	EXP 	fixation: autoDraw = False
162.6187 	EXP 	grating: autoDraw = True
162.6187 	EXP 	grating: tex = 'sin'
162.9185 	EXP 	grating: autoDraw = False
162.9733 	EXP 	window1: recordFrameIntervals = False
162.9755 	DATA 	Keypress: left
162.9854 	EXP 	fixation: autoDraw = False
162.9854 	EXP 	grating: autoDraw = False
162.9859 	EXP 	window1: recordFrameIntervals = False
163.9636 	EXP 	fixation: autoDraw = True
164.9678 	EXP 	fixation: autoDraw = False
164.9845 	EXP 	grating: autoDraw = True
164.9845 	EXP 	grating: tex = 'sin'
165.2203 	DATA 	Keypress: left
165.2363 	EXP 	window1: recordFrameIntervals = False
165.2510 	EXP 	fixation: autoDraw = False
165.2510 	EXP 	grating: autoDraw = False
165.2512 	EXP 	window1: recordFrameIntervals = False
166.2280 	EXP 	fixation: autoDraw = True
167.2337 	EXP 	fixation: autoDraw = False
167.2507 	EXP 	grating: autoDraw = True
167.2507 	EXP 	grating: tex = 'sin'
167.5026 	EXP 	window1: recordFrameIntervals = False
167.5047 	DATA 	Keypress: left
167.5171 	EXP 	fixation: autoDraw = False
167.5171 	EXP 	grating: autoDraw = False
167.5173 	EXP 	window1: recordFrameIntervals = False
168.4961 	EXP 	fixation: autoDraw = True
169.5000 	EXP 	fixation: autoDraw = False
169.5169 	EXP 	grating: autoDraw = True
169.5169 	EXP 	grating: tex = 'sin'
169.8167 	EXP 	grating: autoDraw = False
169.8714 	EXP 	window1: recordFrameIntervals = False
169.8735 	DATA 	Keypress: right
169.8833 	EXP 	fixation: autoDraw = False
169.8833 	EXP 	grating: autoDraw = False
169.8836 	EXP 	window1: recordFrameIntervals = False
170.8622 	EXP 	fixation: autoDraw = True
171.8662 	EXP 	fixation: autoDraw = False
171.8833 	EXP 	grating: autoDraw = True
171.8833 	EXP 	grating: tex = 'sin'
172.1714 	EXP 	window1: recordFrameIntervals = False
172.1745 	DATA 	Keypress: right
172.1828 	EXP 	grating: autoDraw = False
172.1828 	EXP 	fixation: autoDraw = False
172.1828 	EXP 	grating: autoDraw = False
172.1834 	EXP 	window1: recordFrameIntervals = False
173.1617 	EXP 	fixation: autoDraw = True
174.1655 	EXP 	fixation: autoDraw = False
174.1827 	EXP 	grating: autoDraw = True
174.1827 	EXP 	grating: tex = 'sin'
174.4515 	EXP 	window1: recordFrameIntervals = False
174.4539 	DATA 	Keypress: right
174.4659 	EXP 	fixation: autoDraw = False
174.4659 	EXP 	grating: autoDraw = False
174.4663 	EXP 	window1: recordFrameIntervals = False
175.4452 	EXP 	fixation: autoDraw = True
176.4486 	EXP 	fixation: autoDraw = False
176.4654 	EXP 	grating: autoDraw = True
176.4654 	EXP 	grating: tex = 'sin'
176.7652 	EXP 	grating: autoDraw = False
176.7855 	EXP 	window1: recordFrameIntervals = False
176.7867 	DATA 	Keypress: left
176.7985 	EXP 	fixation: autoDraw = False
176.7985 	EXP 	grating: autoDraw = False
176.7987 	EXP 	window1: recordFrameIntervals = False
177.7783 	EXP 	fixation: autoDraw = True
178.7811 	EXP 	fixation: autoDraw = False
178.7981 	EXP 	grating: autoDraw = True
178.7981 	EXP 	grating: tex = 'sin'
179.0980 	EXP 	grating: autoDraw = False
179.1029 	EXP 	window1: recordFrameIntervals = False
179.1055 	DATA 	Keypress: left
179.1146 	EXP 	fixation: autoDraw = False
179.1146 	EXP 	grating: autoDraw = False
179.1149 	EXP 	window1: recordFrameIntervals = False
180.0938 	EXP 	fixation: autoDraw = True
181.0972 	EXP 	fixation: autoDraw = False
181.1143 	EXP 	grating: autoDraw = True
181.1143 	EXP 	grating: tex = 'sin'
181.4023 	EXP 	window1: recordFrameIntervals = False
181.4046 	DATA 	Keypress: left
181.4140 	EXP 	grating: autoDraw = False
181.4140 	EXP 	fixation: autoDraw = False
181.4140 	EXP 	grating: autoDraw = False
181.4144 	EXP 	window1: recordFrameIntervals = False
182.3924 	EXP 	fixation: autoDraw = True
183.3968 	EXP 	fixation: autoDraw = False
183.4136 	EXP 	grating: autoDraw = True
183.4136 	EXP 	grating: tex = 'sin'
183.7134 	EXP 	grating: autoDraw = False
183.7504 	EXP 	window1: recordFrameIntervals = False
183.7520 	DATA 	Keypress: left
183.7635 	EXP 	fixation: autoDraw = False
183.7635 	EXP 	grating: autoDraw = False
183.7639 	EXP 	window1: recordFrameIntervals = False
184.7428 	EXP 	fixation: autoDraw = True
185.7461 	EXP 	fixation: autoDraw = False
185.7629 	EXP 	grating: autoDraw = True
185.7629 	EXP 	grating: tex = 'sin'
186.0628 	EXP 	grating: autoDraw = False
186.1313 	EXP 	window1: recordFrameIntervals = False
186.1327 	DATA 	Keypress: right
186.1459 	EXP 	fixation: autoDraw = False
186.1459 	EXP 	grating: autoDraw = False
186.1461 	EXP 	window1: recordFrameIntervals = False
186.9167 	DATA 	Keypress: left
187.1225 	EXP 	fixation: autoDraw = True
188.1291 	EXP 	fixation: autoDraw = False
188.1463 	EXP 	grating: autoDraw = True
188.1463 	EXP 	grating: tex = 'sin'
188.4453 	EXP 	grating: autoDraw = False
188.5315 	EXP 	window1: recordFrameIntervals = False
188.5330 	DATA 	Keypress: right
188.5457 	EXP 	fixation: autoDraw = False
188.5457 	EXP 	grating: autoDraw = False
188.5461 	EXP 	window1: recordFrameIntervals = False
189.5225 	EXP 	fixation: autoDraw = True
190.5284 	EXP 	fixation: autoDraw = False
190.5450 	EXP 	grating: autoDraw = True
190.5450 	EXP 	grating: tex = 'sin'
190.8320 	EXP 	window1: recordFrameIntervals = False
190.8338 	DATA 	Keypress: left
190.8450 	EXP 	grating: autoDraw = False
190.8450 	EXP 	fixation: autoDraw = False
190.8450 	EXP 	grating: autoDraw = False
190.8453 	EXP 	window1: recordFrameIntervals = False
191.8231 	EXP 	fixation: autoDraw = True
192.8277 	EXP 	fixation: autoDraw = False
192.8444 	EXP 	grating: autoDraw = True
192.8444 	EXP 	grating: tex = 'sin'
193.1444 	EXP 	grating: autoDraw = False
193.1811 	EXP 	window1: recordFrameIntervals = False
193.1822 	DATA 	Keypress: right
193.1942 	EXP 	fixation: autoDraw = False
193.1942 	EXP 	grating: autoDraw = False
193.1944 	EXP 	window1: recordFrameIntervals = False
194.1725 	EXP 	fixation: autoDraw = True
195.1774 	EXP 	fixation: autoDraw = False
195.1943 	EXP 	grating: autoDraw = True
195.1943 	EXP 	grating: tex = 'sin'
195.4637 	DATA 	Keypress: left
195.4805 	EXP 	window1: recordFrameIntervals = False
195.4938 	EXP 	grating: autoDraw = False
195.4938 	EXP 	fixation: autoDraw = False
195.4938 	EXP 	grating: autoDraw = False
195.4941 	EXP 	window1: recordFrameIntervals = False
196.4720 	EXP 	fixation: autoDraw = True
197.4769 	EXP 	fixation: autoDraw = False
197.4938 	EXP 	grating: autoDraw = True
197.4938 	EXP 	grating: tex = 'sin'
197.7653 	EXP 	window1: recordFrameIntervals = False
197.7678 	DATA 	Keypress: left
197.7767 	EXP 	fixation: autoDraw = False
197.7767 	EXP 	grating: autoDraw = False
197.7772 	EXP 	window1: recordFrameIntervals = False
198.7555 	EXP 	fixation: autoDraw = True
199.7593 	EXP 	fixation: autoDraw = False
199.7764 	EXP 	grating: autoDraw = True
199.7764 	EXP 	grating: tex = 'sin'
200.0762 	EXP 	grating: autoDraw = False
200.0944 	EXP 	window1: recordFrameIntervals = False
200.0954 	DATA 	Keypress: right
200.1093 	EXP 	fixation: autoDraw = False
200.1093 	EXP 	grating: autoDraw = False
200.1096 	EXP 	window1: recordFrameIntervals = False
201.0870 	EXP 	fixation: autoDraw = True
202.0923 	EXP 	fixation: autoDraw = False
202.1091 	EXP 	grating: autoDraw = True
202.1091 	EXP 	grating: tex = 'sin'
202.4088 	EXP 	grating: autoDraw = False
202.4284 	EXP 	window1: recordFrameIntervals = False
202.4303 	DATA 	Keypress: left
202.4422 	EXP 	fixation: autoDraw = False
202.4422 	EXP 	grating: autoDraw = False
202.4426 	EXP 	window1: recordFrameIntervals = False
203.4200 	EXP 	fixation: autoDraw = True
204.4249 	EXP 	fixation: autoDraw = False
204.4418 	EXP 	grating: autoDraw = True
204.4418 	EXP 	grating: tex = 'sin'
204.7112 	EXP 	window1: recordFrameIntervals = False
204.7134 	DATA 	Keypress: left
204.7251 	EXP 	fixation: autoDraw = False
204.7251 	EXP 	grating: autoDraw = False
204.7254 	EXP 	window1: recordFrameIntervals = False
205.7026 	EXP 	fixation: autoDraw = True
206.7080 	EXP 	fixation: autoDraw = False
206.7246 	EXP 	grating: autoDraw = True
206.7246 	EXP 	grating: tex = 'sin'
207.0245 	EXP 	grating: autoDraw = False
207.0273 	EXP 	window1: recordFrameIntervals = False
207.0283 	DATA 	Keypress: left
207.0412 	EXP 	fixation: autoDraw = False
207.0412 	EXP 	grating: autoDraw = False
207.0416 	EXP 	window1: recordFrameIntervals = False
208.0183 	EXP 	fixation: autoDraw = True
209.0239 	EXP 	fixation: autoDraw = False
209.0408 	EXP 	grating: autoDraw = True
209.0408 	EXP 	grating: tex = 'sin'
209.3107 	EXP 	window1: recordFrameIntervals = False
209.3121 	DATA 	Keypress: left
209.3238 	EXP 	fixation: autoDraw = False
209.3238 	EXP 	grating: autoDraw = False
209.3240 	EXP 	window1: recordFrameIntervals = False
210.0959 	DATA 	Keypress: right
210.3025 	EXP 	fixation: autoDraw = True
211.3070 	EXP 	fixation: autoDraw = False
211.3238 	EXP 	grating: autoDraw = True
211.3238 	EXP 	grating: tex = 'sin'
211.6233 	EXP 	grating: autoDraw = False
211.6586 	EXP 	window1: recordFrameIntervals = False
211.6597 	DATA 	Keypress: right
211.6732 	EXP 	fixation: autoDraw = False
211.6732 	EXP 	grating: autoDraw = False
211.6734 	EXP 	window1: recordFrameIntervals = False
212.6500 	EXP 	fixation: autoDraw = True
213.6560 	EXP 	fixation: autoDraw = False
213.6729 	EXP 	grating: autoDraw = True
213.6729 	EXP 	grating: tex = 'sin'
213.9247 	EXP 	window1: recordFrameIntervals = False
213.9259 	DATA 	Keypress: left
213.9393 	EXP 	fixation: autoDraw = False
213.9393 	EXP 	grating: autoDraw = False
213.9395 	EXP 	window1: recordFrameIntervals = False
214.9172 	EXP 	fixation: autoDraw = True
215.9224 	EXP 	fixation: autoDraw = False
215.9393 	EXP 	grating: autoDraw = True
215.9393 	EXP 	grating: tex = 'sin'
216.2389 	EXP 	grating: autoDraw = False
216.3256 	EXP 	window1: recordFrameIntervals = False
216.3275 	DATA 	Keypress: right
216.3390 	EXP 	fixation: autoDraw = False
216.3390 	EXP 	grating: autoDraw = False
216.3393 	EXP 	window1: recordFrameIntervals = False
217.3178 	EXP 	fixation: autoDraw = True
218.3222 	EXP 	fixation: autoDraw = False
218.3388 	EXP 	grating: autoDraw = True
218.3388 	EXP 	grating: tex = 'sin'
218.6386 	EXP 	grating: autoDraw = False
218.6424 	EXP 	window1: recordFrameIntervals = False
218.6441 	DATA 	Keypress: left
218.6550 	EXP 	fixation: autoDraw = False
218.6550 	EXP 	grating: autoDraw = False
218.6554 	EXP 	window1: recordFrameIntervals = False
219.6328 	EXP 	fixation: autoDraw = True
220.6380 	EXP 	fixation: autoDraw = False
220.6549 	EXP 	grating: autoDraw = True
220.6549 	EXP 	grating: tex = 'sin'
220.9546 	EXP 	grating: autoDraw = False
220.9577 	EXP 	window1: recordFrameIntervals = False
220.9594 	DATA 	Keypress: right
220.9711 	EXP 	fixation: autoDraw = False
220.9711 	EXP 	grating: autoDraw = False
220.9713 	EXP 	window1: recordFrameIntervals = False
221.9487 	EXP 	fixation: autoDraw = True
222.9541 	EXP 	fixation: autoDraw = False
222.9711 	EXP 	grating: autoDraw = True
222.9711 	EXP 	grating: tex = 'sin'
223.2409 	EXP 	window1: recordFrameIntervals = False
223.2424 	DATA 	Keypress: left
223.2539 	EXP 	fixation: autoDraw = False
223.2539 	EXP 	grating: autoDraw = False
223.2543 	EXP 	window1: recordFrameIntervals = False
224.2308 	EXP 	fixation: autoDraw = True
225.2368 	EXP 	fixation: autoDraw = False
225.2539 	EXP 	grating: autoDraw = True
225.2539 	EXP 	grating: tex = 'sin'
225.5536 	EXP 	grating: autoDraw = False
225.5585 	EXP 	window1: recordFrameIntervals = False
225.5611 	DATA 	Keypress: right
225.5703 	EXP 	fixation: autoDraw = False
225.5703 	EXP 	grating: autoDraw = False
225.5708 	EXP 	window1: recordFrameIntervals = False
226.5505 	EXP 	fixation: autoDraw = True
227.5528 	EXP 	fixation: autoDraw = False
227.5697 	EXP 	grating: autoDraw = True
227.5697 	EXP 	grating: tex = 'sin'
227.8567 	EXP 	window1: recordFrameIntervals = False
227.8587 	DATA 	Keypress: left
227.8694 	EXP 	grating: autoDraw = False
227.8694 	EXP 	fixation: autoDraw = False
227.8694 	EXP 	grating: autoDraw = False
227.8701 	EXP 	window1: recordFrameIntervals = False
228.8479 	EXP 	fixation: autoDraw = True
229.8525 	EXP 	fixation: autoDraw = False
229.8694 	EXP 	grating: autoDraw = True
229.8694 	EXP 	grating: tex = 'sin'
230.1554 	EXP 	window1: recordFrameIntervals = False
230.1575 	DATA 	Keypress: left
230.1689 	EXP 	grating: autoDraw = False
230.1689 	EXP 	fixation: autoDraw = False
230.1689 	EXP 	grating: autoDraw = False
230.1693 	EXP 	window1: recordFrameIntervals = False
231.1476 	EXP 	fixation: autoDraw = True
232.1519 	EXP 	fixation: autoDraw = False
232.1688 	EXP 	grating: autoDraw = True
232.1688 	EXP 	grating: tex = 'sin'
232.4568 	EXP 	window1: recordFrameIntervals = False
232.4587 	DATA 	Keypress: left
232.4685 	EXP 	grating: autoDraw = False
232.4685 	EXP 	fixation: autoDraw = False
232.4685 	EXP 	grating: autoDraw = False
232.4689 	EXP 	window1: recordFrameIntervals = False
233.4495 	EXP 	fixation: autoDraw = True
234.4513 	EXP 	fixation: autoDraw = False
234.4681 	EXP 	grating: autoDraw = True
234.4681 	EXP 	grating: tex = 'sin'
234.7549 	DATA 	Keypress: right
234.7679 	EXP 	grating: autoDraw = False
234.7715 	EXP 	window1: recordFrameIntervals = False
234.7845 	EXP 	fixation: autoDraw = False
234.7845 	EXP 	grating: autoDraw = False
234.7848 	EXP 	window1: recordFrameIntervals = False
235.7630 	EXP 	fixation: autoDraw = True
236.7673 	EXP 	fixation: autoDraw = False
236.7845 	EXP 	grating: autoDraw = True
236.7845 	EXP 	grating: tex = 'sin'
237.0839 	EXP 	grating: autoDraw = False
237.0878 	EXP 	window1: recordFrameIntervals = False
237.0893 	DATA 	Keypress: left
237.1006 	EXP 	fixation: autoDraw = False
237.1006 	EXP 	grating: autoDraw = False
237.1010 	EXP 	window1: recordFrameIntervals = False
238.0791 	EXP 	fixation: autoDraw = True
239.0839 	EXP 	fixation: autoDraw = False
239.1001 	EXP 	grating: autoDraw = True
239.1001 	EXP 	grating: tex = 'sin'
239.3699 	DATA 	Keypress: left
239.3864 	EXP 	window1: recordFrameIntervals = False
239.3999 	EXP 	grating: autoDraw = False
239.3999 	EXP 	fixation: autoDraw = False
239.3999 	EXP 	grating: autoDraw = False
239.4003 	EXP 	window1: recordFrameIntervals = False
240.3784 	EXP 	fixation: autoDraw = True
241.3829 	EXP 	fixation: autoDraw = False
241.3998 	EXP 	grating: autoDraw = True
241.3998 	EXP 	grating: tex = 'sin'
241.6866 	EXP 	window1: recordFrameIntervals = False
241.6886 	DATA 	Keypress: left
241.6996 	EXP 	grating: autoDraw = False
241.6996 	EXP 	fixation: autoDraw = False
241.6996 	EXP 	grating: autoDraw = False
241.6999 	EXP 	window1: recordFrameIntervals = False
242.6792 	EXP 	fixation: autoDraw = True
243.6824 	EXP 	fixation: autoDraw = False
243.6992 	EXP 	grating: autoDraw = True
243.6992 	EXP 	grating: tex = 'sin'
243.9993 	EXP 	grating: autoDraw = False
244.0212 	EXP 	window1: recordFrameIntervals = False
244.0242 	DATA 	Keypress: left
244.0326 	EXP 	fixation: autoDraw = False
244.0326 	EXP 	grating: autoDraw = False
244.0331 	EXP 	window1: recordFrameIntervals = False
245.0126 	EXP 	fixation: autoDraw = True
246.0152 	EXP 	fixation: autoDraw = False
246.0320 	EXP 	grating: autoDraw = True
246.0320 	EXP 	grating: tex = 'sin'
246.3318 	EXP 	grating: autoDraw = False
246.3855 	DATA 	Keypress: left
246.4020 	EXP 	window1: recordFrameIntervals = False
246.4151 	EXP 	fixation: autoDraw = False
246.4151 	EXP 	grating: autoDraw = False
246.4155 	EXP 	window1: recordFrameIntervals = False
247.3922 	EXP 	fixation: autoDraw = True
248.3980 	EXP 	fixation: autoDraw = False
248.4148 	EXP 	grating: autoDraw = True
248.4148 	EXP 	grating: tex = 'sin'
248.6873 	DATA 	Keypress: left
248.7033 	EXP 	window1: recordFrameIntervals = False
248.7147 	EXP 	grating: autoDraw = False
248.7147 	EXP 	fixation: autoDraw = False
248.7147 	EXP 	grating: autoDraw = False
248.7154 	EXP 	window1: recordFrameIntervals = False
249.6940 	EXP 	fixation: autoDraw = True
250.6975 	EXP 	fixation: autoDraw = False
250.7144 	EXP 	grating: autoDraw = True
250.7144 	EXP 	grating: tex = 'sin'
250.9836 	EXP 	window1: recordFrameIntervals = False
250.9857 	DATA 	Keypress: right
250.9974 	EXP 	fixation: autoDraw = False
250.9974 	EXP 	grating: autoDraw = False
250.9977 	EXP 	window1: recordFrameIntervals = False
251.9750 	EXP 	fixation: autoDraw = True
252.9806 	EXP 	fixation: autoDraw = False
252.9973 	EXP 	grating: autoDraw = True
252.9973 	EXP 	grating: tex = 'sin'
253.2966 	EXP 	grating: autoDraw = False
253.3320 	EXP 	window1: recordFrameIntervals = False
253.3334 	DATA 	Keypress: left
253.3467 	EXP 	fixation: autoDraw = False
253.3467 	EXP 	grating: autoDraw = False
253.3469 	EXP 	window1: recordFrameIntervals = False
254.1167 	DATA 	Keypress: right
254.3222 	EXP 	fixation: autoDraw = True
255.3296 	EXP 	fixation: autoDraw = False
255.3465 	EXP 	grating: autoDraw = True
255.3465 	EXP 	grating: tex = 'sin'
255.6463 	EXP 	grating: autoDraw = False
255.6503 	EXP 	window1: recordFrameIntervals = False
255.6525 	DATA 	Keypress: right
255.6630 	EXP 	fixation: autoDraw = False
255.6630 	EXP 	grating: autoDraw = False
255.6634 	EXP 	window1: recordFrameIntervals = False
256.6423 	EXP 	fixation: autoDraw = True
257.6457 	EXP 	fixation: autoDraw = False
257.6628 	EXP 	grating: autoDraw = True
257.6628 	EXP 	grating: tex = 'sin'
257.9145 	DATA 	Keypress: left
257.9290 	EXP 	fixation: autoDraw = False
257.9290 	EXP 	grating: autoDraw = False
259.7362 	EXP 	window1: mouseVisible = True
