2.8292 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
131.6747 	EXP 	grating: autoDraw = True
131.9746 	EXP 	grating: autoDraw = False
132.3823 	EXP 	New trial (rep=62, index=0): None
132.3860 	DATA 	Keypress: up
132.3912 	EXP 	fixation: autoDraw = False
132.3912 	EXP 	grating: autoDraw = False
132.3912 	EXP 	grating: ori = 3.0
132.3912 	EXP 	fixation: autoDraw = True
133.3910 	EXP 	fixation: autoDraw = False
133.3910 	EXP 	grating: autoDraw = True
133.6907 	EXP 	grating: autoDraw = False
134.0988 	EXP 	New trial (rep=63, index=0): None
134.1023 	DATA 	Keypress: down
134.1073 	EXP 	fixation: autoDraw = False
134.1073 	EXP 	grating: autoDraw = False
134.1073 	EXP 	grating: ori = -5.0
134.1073 	EXP 	fixation: autoDraw = True
135.1072 	EXP 	fixation: autoDraw = False
135.1072 	EXP 	grating: autoDraw = True
135.4071 	EXP 	grating: autoDraw = False
135.7325 	EXP 	New trial (rep=64, index=0): None
135.7359 	DATA 	Keypress: down
135.7403 	EXP 	fixation: autoDraw = False
135.7403 	EXP 	grating: autoDraw = False
135.7403 	EXP 	grating: ori = 0.0
135.7403 	EXP 	fixation: autoDraw = True
136.7402 	EXP 	fixation: autoDraw = False
136.7402 	EXP 	grating: autoDraw = True
137.0400 	EXP 	grating: autoDraw = False
137.3974 	EXP 	New trial (rep=65, index=0): None
137.4007 	DATA 	Keypress: down
137.4065 	EXP 	fixation: autoDraw = False
137.4065 	EXP 	grating: autoDraw = False
137.4065 	EXP 	grating: ori = 1.0
137.4065 	EXP 	fixation: autoDraw = True
138.4064 	EXP 	fixation: autoDraw = False
138.4064 	EXP 	grating: autoDraw = True
138.7063 	EXP 	grating: autoDraw = False
139.3640 	EXP 	New trial (rep=66, index=0): None
139.3674 	DATA 	Keypress: up
139.3728 	EXP 	fixation: autoDraw = False
139.3728 	EXP 	grating: autoDraw = False
139.3728 	EXP 	grating: ori = 0.0
139.3728 	EXP 	fixation: autoDraw = True
140.3725 	EXP 	fixation: autoDraw = False
140.3725 	EXP 	grating: autoDraw = True
140.6726 	EXP 	grating: autoDraw = False
141.2634 	EXP 	New trial (rep=67, index=0): None
141.2667 	DATA 	Keypress: up
141.2724 	EXP 	fixation: autoDraw = False
141.2724 	EXP 	grating: autoDraw = False
141.2724 	EXP 	grating: ori = 3.0
141.2724 	EXP 	fixation: autoDraw = True
142.2722 	EXP 	fixation: autoDraw = False
142.2722 	EXP 	grating: autoDraw = True
142.5720 	EXP 	grating: autoDraw = False
142.9632 	EXP 	New trial (rep=68, index=0): None
142.9669 	DATA 	Keypress: down
142.9719 	EXP 	fixation: autoDraw = False
142.9719 	EXP 	grating: autoDraw = False
142.9719 	EXP 	grating: ori = 0.0
142.9719 	EXP 	fixation: autoDraw = True
143.9718 	EXP 	fixation: autoDraw = False
143.9718 	EXP 	grating: autoDraw = True
144.2716 	EXP 	grating: autoDraw = False
144.8969 	EXP 	New trial (rep=69, index=0): None
144.9002 	DATA 	Keypress: up
144.9048 	EXP 	fixation: autoDraw = False
144.9048 	EXP 	grating: autoDraw = False
144.9048 	EXP 	grating: ori = 0.0
144.9048 	EXP 	fixation: autoDraw = True
145.9044 	EXP 	fixation: autoDraw = False
145.9044 	EXP 	grating: autoDraw = True
146.2043 	EXP 	grating: autoDraw = False
146.6400 	DATA 	Keypress: up
146.6589 	EXP 	New trial (rep=70, index=0): None
146.6708 	EXP 	fixation: autoDraw = False
146.6708 	EXP 	grating: autoDraw = False
146.6708 	EXP 	grating: ori = 0.0
146.6708 	EXP 	fixation: autoDraw = True
147.6707 	EXP 	fixation: autoDraw = False
147.6707 	EXP 	grating: autoDraw = True
147.9707 	EXP 	grating: autoDraw = False
148.4245 	DATA 	Keypress: up
148.4454 	EXP 	New trial (rep=71, index=0): None
148.4540 	EXP 	fixation: autoDraw = False
148.4540 	EXP 	grating: autoDraw = False
148.4540 	EXP 	grating: ori = -4.0
148.4540 	EXP 	fixation: autoDraw = True
149.4537 	EXP 	fixation: autoDraw = False
149.4537 	EXP 	grating: autoDraw = True
149.7536 	EXP 	grating: autoDraw = False
150.0122 	EXP 	New trial (rep=72, index=0): None
150.0158 	DATA 	Keypress: down
150.0203 	EXP 	fixation: autoDraw = False
150.0203 	EXP 	grating: autoDraw = False
150.0203 	EXP 	grating: ori = -4.0
150.0203 	EXP 	fixation: autoDraw = True
151.0201 	EXP 	fixation: autoDraw = False
151.0201 	EXP 	grating: autoDraw = True
151.3199 	EXP 	grating: autoDraw = False
151.6115 	EXP 	New trial (rep=73, index=0): None
151.6148 	DATA 	Keypress: down
151.6198 	EXP 	fixation: autoDraw = False
151.6198 	EXP 	grating: autoDraw = False
151.6198 	EXP 	grating: ori = -4.0
151.6198 	EXP 	fixation: autoDraw = True
152.6198 	EXP 	fixation: autoDraw = False
152.6198 	EXP 	grating: autoDraw = True
152.9195 	EXP 	grating: autoDraw = False
153.2566 	DATA 	Keypress: down
153.2773 	EXP 	New trial (rep=74, index=0): None
153.2861 	EXP 	fixation: autoDraw = False
153.2861 	EXP 	grating: autoDraw = False
153.2861 	EXP 	grating: ori = 0.0
153.2861 	EXP 	fixation: autoDraw = True
154.2860 	EXP 	fixation: autoDraw = False
154.2860 	EXP 	grating: autoDraw = True
154.5858 	EXP 	grating: autoDraw = False
155.2905 	EXP 	New trial (rep=75, index=0): None
155.2926 	DATA 	Keypress: down
155.3021 	EXP 	fixation: autoDraw = False
155.3021 	EXP 	grating: autoDraw = False
155.3021 	EXP 	grating: ori = 0.0
155.3021 	EXP 	fixation: autoDraw = True
156.3022 	EXP 	fixation: autoDraw = False
156.3022 	EXP 	grating: autoDraw = True
156.6020 	EXP 	grating: autoDraw = False
157.1104 	EXP 	New trial (rep=76, index=0): None
157.1137 	DATA 	Keypress: up
157.1186 	EXP 	fixation: autoDraw = False
157.1186 	EXP 	grating: autoDraw = False
157.1186 	EXP 	grating: ori = 1.0
157.1186 	EXP 	fixation: autoDraw = True
158.1184 	EXP 	fixation: autoDraw = False
158.1184 	EXP 	grating: autoDraw = True
158.4183 	EXP 	grating: autoDraw = False
158.6761 	EXP 	New trial (rep=77, index=0): None
158.6794 	DATA 	Keypress: up
158.6850 	EXP 	fixation: autoDraw = False
158.6850 	EXP 	grating: autoDraw = False
158.6850 	EXP 	grating: ori = 0.0
158.6850 	EXP 	fixation: autoDraw = True
159.6847 	EXP 	fixation: autoDraw = False
159.6847 	EXP 	grating: autoDraw = True
159.9846 	EXP 	grating: autoDraw = False
160.3257 	EXP 	New trial (rep=78, index=0): None
160.3292 	DATA 	Keypress: up
160.3345 	EXP 	fixation: autoDraw = False
160.3345 	EXP 	grating: autoDraw = False
160.3345 	EXP 	grating: ori = 0.0
160.3345 	EXP 	fixation: autoDraw = True
161.3343 	EXP 	fixation: autoDraw = False
161.3343 	EXP 	grating: autoDraw = True
161.6342 	EXP 	grating: autoDraw = False
161.9880 	DATA 	Keypress: up
162.0087 	EXP 	New trial (rep=79, index=0): None
162.0173 	EXP 	fixation: autoDraw = False
162.0173 	EXP 	grating: autoDraw = False
162.0173 	EXP 	grating: ori = 0.0
162.0173 	EXP 	fixation: autoDraw = True
163.0172 	EXP 	fixation: autoDraw = False
163.0172 	EXP 	grating: autoDraw = True
163.3172 	EXP 	grating: autoDraw = False
163.5428 	EXP 	New trial (rep=80, index=0): None
163.5462 	DATA 	Keypress: up
163.5504 	EXP 	fixation: autoDraw = False
163.5504 	EXP 	grating: autoDraw = False
163.5504 	EXP 	grating: ori = 1.0
163.5504 	EXP 	fixation: autoDraw = True
164.5501 	EXP 	fixation: autoDraw = False
164.5501 	EXP 	grating: autoDraw = True
164.8500 	EXP 	grating: autoDraw = False
165.1081 	EXP 	New trial (rep=81, index=0): None
165.1113 	DATA 	Keypress: up
165.1167 	EXP 	fixation: autoDraw = False
165.1167 	EXP 	grating: autoDraw = False
165.1167 	EXP 	grating: ori = 0.0
165.1167 	EXP 	fixation: autoDraw = True
166.1165 	EXP 	fixation: autoDraw = False
166.1165 	EXP 	grating: autoDraw = True
166.4162 	EXP 	grating: autoDraw = False
166.6575 	EXP 	New trial (rep=82, index=0): None
166.6608 	DATA 	Keypress: up
166.6663 	EXP 	fixation: autoDraw = False
166.6663 	EXP 	grating: autoDraw = False
166.6663 	EXP 	grating: ori = 0.0
166.6663 	EXP 	fixation: autoDraw = True
167.6661 	EXP 	fixation: autoDraw = False
167.6661 	EXP 	grating: autoDraw = True
167.9659 	EXP 	grating: autoDraw = False
168.2196 	DATA 	Keypress: up
168.2404 	EXP 	New trial (rep=83, index=0): None
168.2492 	EXP 	fixation: autoDraw = False
168.2492 	EXP 	grating: autoDraw = False
168.2492 	EXP 	grating: ori = -5.0
168.2492 	EXP 	fixation: autoDraw = True
169.2492 	EXP 	fixation: autoDraw = False
169.2492 	EXP 	grating: autoDraw = True
169.5489 	EXP 	grating: autoDraw = False
169.9265 	EXP 	New trial (rep=84, index=0): None
169.9305 	DATA 	Keypress: down
169.9334 	EXP 	fixation: autoDraw = False
169.9334 	EXP 	grating: autoDraw = False
169.9334 	EXP 	grating: ori = 0.0
169.9334 	EXP 	fixation: autoDraw = True
170.9320 	EXP 	grating: autoDraw = True
170.9487 	EXP 	fixation: autoDraw = False
171.2317 	EXP 	grating: autoDraw = False
171.7897 	EXP 	New trial (rep=85, index=0): None
171.7931 	DATA 	Keypress: up
171.7983 	EXP 	fixation: autoDraw = False
171.7983 	EXP 	grating: autoDraw = False
171.7983 	EXP 	grating: ori = -2.0
171.7983 	EXP 	fixation: autoDraw = True
172.7983 	EXP 	fixation: autoDraw = False
172.7983 	EXP 	grating: autoDraw = True
173.0980 	EXP 	grating: autoDraw = False
173.5562 	EXP 	New trial (rep=86, index=0): None
173.5595 	DATA 	Keypress: up
173.5646 	EXP 	fixation: autoDraw = False
173.5646 	EXP 	grating: autoDraw = False
173.5646 	EXP 	grating: ori = 0.0
173.5646 	EXP 	fixation: autoDraw = True
174.5645 	EXP 	fixation: autoDraw = False
174.5645 	EXP 	grating: autoDraw = True
174.8643 	EXP 	grating: autoDraw = False
175.1224 	EXP 	New trial (rep=87, index=0): None
175.1258 	DATA 	Keypress: up
175.1309 	EXP 	fixation: autoDraw = False
175.1309 	EXP 	grating: autoDraw = False
175.1309 	EXP 	grating: ori = -5.0
175.1309 	EXP 	fixation: autoDraw = True
176.1308 	EXP 	fixation: autoDraw = False
176.1308 	EXP 	grating: autoDraw = True
176.4306 	EXP 	grating: autoDraw = False
176.7220 	EXP 	New trial (rep=88, index=0): None
176.7254 	DATA 	Keypress: down
176.7306 	EXP 	fixation: autoDraw = False
176.7306 	EXP 	grating: autoDraw = False
176.7306 	EXP 	grating: ori = -3.0
176.7306 	EXP 	fixation: autoDraw = True
177.7304 	EXP 	fixation: autoDraw = False
177.7304 	EXP 	grating: autoDraw = True
178.0303 	EXP 	grating: autoDraw = False
178.3893 	EXP 	New trial (rep=89, index=0): None
178.3927 	DATA 	Keypress: down
178.3967 	EXP 	fixation: autoDraw = False
178.3967 	EXP 	grating: autoDraw = False
178.3967 	EXP 	grating: ori = -2.0
178.3967 	EXP 	fixation: autoDraw = True
179.3967 	EXP 	fixation: autoDraw = False
179.3967 	EXP 	grating: autoDraw = True
179.6965 	EXP 	grating: autoDraw = False
179.9386 	EXP 	New trial (rep=90, index=0): None
179.9418 	DATA 	Keypress: down
179.9464 	EXP 	fixation: autoDraw = False
179.9464 	EXP 	grating: autoDraw = False
179.9464 	EXP 	grating: ori = 0.0
179.9464 	EXP 	fixation: autoDraw = True
180.9463 	EXP 	fixation: autoDraw = False
180.9463 	EXP 	grating: autoDraw = True
181.2462 	EXP 	grating: autoDraw = False
181.5874 	EXP 	New trial (rep=91, index=0): None
181.5907 	DATA 	Keypress: up
181.5961 	EXP 	fixation: autoDraw = False
181.5961 	EXP 	grating: autoDraw = False
181.5961 	EXP 	grating: ori = 1.0
181.5961 	EXP 	fixation: autoDraw = True
182.5959 	EXP 	fixation: autoDraw = False
182.5959 	EXP 	grating: autoDraw = True
182.8958 	EXP 	grating: autoDraw = False
183.1538 	EXP 	New trial (rep=92, index=0): None
183.1571 	DATA 	Keypress: up
183.1624 	EXP 	fixation: autoDraw = False
183.1624 	EXP 	grating: autoDraw = False
183.1624 	EXP 	grating: ori = 3.0
183.1624 	EXP 	fixation: autoDraw = True
184.1622 	EXP 	fixation: autoDraw = False
184.1622 	EXP 	grating: autoDraw = True
184.4620 	EXP 	grating: autoDraw = False
184.8698 	EXP 	New trial (rep=93, index=0): None
184.8734 	DATA 	Keypress: down
184.8785 	EXP 	fixation: autoDraw = False
184.8785 	EXP 	grating: autoDraw = False
184.8785 	EXP 	grating: ori = 0.0
184.8785 	EXP 	fixation: autoDraw = True
185.8785 	EXP 	fixation: autoDraw = False
185.8785 	EXP 	grating: autoDraw = True
186.1782 	EXP 	grating: autoDraw = False
186.9692 	EXP 	New trial (rep=94, index=0): None
186.9737 	DATA 	Keypress: down
186.9782 	EXP 	fixation: autoDraw = False
186.9782 	EXP 	grating: autoDraw = False
186.9782 	EXP 	grating: ori = 0.0
186.9782 	EXP 	fixation: autoDraw = True
187.9779 	EXP 	fixation: autoDraw = False
187.9779 	EXP 	grating: autoDraw = True
188.2777 	EXP 	grating: autoDraw = False
188.6690 	EXP 	New trial (rep=95, index=0): None
188.6723 	DATA 	Keypress: up
188.6776 	EXP 	fixation: autoDraw = False
188.6776 	EXP 	grating: autoDraw = False
188.6776 	EXP 	grating: ori = 4.0
188.6776 	EXP 	fixation: autoDraw = True
189.6775 	EXP 	fixation: autoDraw = False
189.6775 	EXP 	grating: autoDraw = True
189.9773 	EXP 	grating: autoDraw = False
190.4855 	EXP 	New trial (rep=96, index=0): None
190.4890 	DATA 	Keypress: down
190.4938 	EXP 	fixation: autoDraw = False
190.4938 	EXP 	grating: autoDraw = False
190.4938 	EXP 	grating: ori = 0.0
190.4938 	EXP 	fixation: autoDraw = True
191.4938 	EXP 	fixation: autoDraw = False
191.4938 	EXP 	grating: autoDraw = True
191.7936 	EXP 	grating: autoDraw = False
192.5015 	EXP 	New trial (rep=97, index=0): None
192.5053 	DATA 	Keypress: up
192.5101 	EXP 	fixation: autoDraw = False
192.5101 	EXP 	grating: autoDraw = False
192.5101 	EXP 	grating: ori = 3.0
192.5101 	EXP 	fixation: autoDraw = True
193.5100 	EXP 	fixation: autoDraw = False
193.5100 	EXP 	grating: autoDraw = True
193.8098 	EXP 	grating: autoDraw = False
194.2342 	EXP 	New trial (rep=98, index=0): None
194.2376 	DATA 	Keypress: down
194.2430 	EXP 	fixation: autoDraw = False
194.2430 	EXP 	grating: autoDraw = False
194.2430 	EXP 	grating: ori = 0.0
194.2430 	EXP 	fixation: autoDraw = True
195.2430 	EXP 	fixation: autoDraw = False
195.2430 	EXP 	grating: autoDraw = True
195.5428 	EXP 	grating: autoDraw = False
196.0848 	EXP 	New trial (rep=99, index=0): None
196.0883 	DATA 	Keypress: up
196.0927 	EXP 	fixation: autoDraw = False
196.0927 	EXP 	grating: autoDraw = False
196.0927 	EXP 	grating: ori = 0.0
196.0927 	EXP 	fixation: autoDraw = True
197.0924 	EXP 	fixation: autoDraw = False
197.0924 	EXP 	grating: autoDraw = True
197.3923 	EXP 	grating: autoDraw = False
197.7331 	DATA 	Keypress: up
197.7422 	EXP 	fixation: autoDraw = False
197.7422 	EXP 	grating: autoDraw = False
199.9453 	EXP 	window1: mouseVisible = True
